Date,Solar,Wind,Diesel,Battery,Load,Total_Generation,"Sustainable_Ratio,",Status
2025-06-03 22:15:57,240.0,1548933.12,36000.0,24.0,9.1,37549.17312,4.125718334859567,Supply is sufficient
